T	x(Al)	x(Zn)	phase_name	f(@FCC_A1#1)	f(@FCC_A1#2)	f(@HCP_A3)	f(@Liquid)	G	H	S
K	mole/mole	mole/mole								
550.7211449	0.3755961899	0.6244038101	FCC_A1+HCP_A3+FCC_A1	0	0.4290493485	0.5709506515		-22583.55319	7487.000664	54.60214146
550.7211448	0.3955961899	0.6044038101	FCC_A1+HCP_A3+FCC_A1	0	0.4528750824	0.5471249176		-22443.19706	7513.284157	54.39500826
550.7211448	0.4155961899	0.5844038101	FCC_A1+HCP_A3+FCC_A1	0	0.4767008162	0.5232991838		-22302.84093	7539.567651	54.18787505
550.7211448	0.4355961899	0.5644038101	FCC_A1+HCP_A3+FCC_A1	0	0.5005265501	0.4994734499		-22162.48481	7565.851148	53.98074186
550.7211448	0.4555961899	0.5444038101	FCC_A1+HCP_A3+FCC_A1	0	0.524352284	0.475647716		-22022.12868	7592.134644	53.77360866
550.7211449	0.4755961899	0.5244038101	FCC_A1+HCP_A3+FCC_A1	0	0.5481780179	0.4518219821		-21881.77255	7618.41814	53.56647546
550.7211448	0.4955961899	0.5044038101	FCC_A1+HCP_A3+FCC_A1	0	0.5720037518	0.4279962482		-21741.41642	7644.701634	53.35934226
550.7211448	0.5155961899	0.4844038101	FCC_A1+HCP_A3+FCC_A1	0	0.5958294857	0.4041705143		-21601.06029	7670.98513	53.15220906
550.7211449	0.5355961899	0.4644038101	FCC_A1+HCP_A3+FCC_A1	0	0.6196552197	0.3803447803		-21460.70417	7697.268627	52.94507586
550.7211448	0.5555961899	0.4444038101	FCC_A1+HCP_A3+FCC_A1	0	0.6434809534	0.3565190466		-21320.34804	7723.552121	52.73794266
550.7211448	0.5755961899	0.4244038101	FCC_A1+HCP_A3+FCC_A1	0	0.6673066872	0.3326933128		-21179.99191	7749.835613	52.53080946
550.7211448	0.5955961899	0.4044038101	FCC_A1+HCP_A3+FCC_A1	0	0.6911324212	0.3088675788		-21039.63578	7776.119111	52.32367626
550.7211448	0.6155961899	0.3844038101	FCC_A1+HCP_A3+FCC_A1	0	0.7149581551	0.2850418449		-20899.27965	7802.402606	52.11654306
550.7211448	0.6355961899	0.3644038101	FCC_A1+HCP_A3+FCC_A1	0	0.738783889	0.261216111		-20758.92352	7828.686101	51.90940986
550.7211448	0.6555961899	0.3444038101	FCC_A1+HCP_A3+FCC_A1	0	0.7626096229	0.2373903771		-20618.5674	7854.969597	51.70227666
550.7211448	0.6755961899	0.3244038101	FCC_A1+HCP_A3+FCC_A1	0	0.7864353568	0.2135646432		-20478.21127	7881.253093	51.49514347
550.7211448	0.6955961899	0.3044038101	FCC_A1+HCP_A3+FCC_A1	0	0.8102610906	0.1897389094		-20337.85514	7907.536587	51.28801026
550.7211448	0.7155961899	0.2844038101	FCC_A1+HCP_A3+FCC_A1	0	0.8340868245	0.1659131755		-20197.49901	7933.820083	51.08087706
550.7211449	0.7355961899	0.2644038101	FCC_A1+HCP_A3+FCC_A1	0	0.8579125585	0.1420874415		-20057.14289	7960.10358	50.87374387
550.7211448	0.7555961899	0.2444038101	FCC_A1+HCP_A3+FCC_A1	0	0.8817382923	0.1182617077		-19916.78675	7986.387072	50.66661066
550.7211448	0.7755961899	0.2244038101	FCC_A1+HCP_A3+FCC_A1	0	0.9055640262	0.09443597382		-19776.43063	8012.670569	50.45947747
550.7211449	0.7955961899	0.2044038101	FCC_A1+HCP_A3+FCC_A1	0	0.9293897603	0.07061023974		-19636.0745	8038.954068	50.25234427
550.7211449	0.8155961899	0.1844038101	FCC_A1+HCP_A3+FCC_A1	0	0.9532154941	0.0467845059		-19495.71837	8065.237562	50.04521107
550.7211448	0.8355961899	0.1644038101	FCC_A1+HCP_A3+FCC_A1	0	0.9770412277	0.02295877231		-19355.36224	8091.521052	49.83807786
550.7211448	0.8455961899	0.1544038101	FCC_A1+HCP_A3+FCC_A1	0	0.9889540948	0.01104590522		-19285.18418	8104.662802	49.73451127
550.7211448	0.8505961899	0.1494038101	FCC_A1+HCP_A3+FCC_A1	0	0.9949105283	0.005089471749		-19250.09515	8111.233677	49.68272797
550.7211448	0.8530961899	0.1469038101	FCC_A1+HCP_A3+FCC_A1	0	0.997888745	0.002111255008		-19232.55063	8114.519113	49.65683632
550.7211448	0.8543461899	0.1456538101	FCC_A1+HCP_A3+FCC_A1	0	0.9993778534	0.0006221466406		-19223.77837	8116.161832	49.64389049
550.7211448	0.8546586899	0.1453413101	FCC_A1+HCP_A3+FCC_A1	0	0.9997501305	0.0002498695487		-19221.58531	8116.572511	49.64065404
550.7211448	0.8548149399	0.1451850601	FCC_A1+HCP_A3+FCC_A1	0	0.999936269	6.373100275E-05		-19220.48878	8116.777851	49.63903581
550.7211448	0.8548540024	0.1451459976	FCC_A1+HCP_A3+FCC_A1	0	0.9999828036	1.719636164E-05		-19220.21464	8116.829186	49.63863125
550.7211448	0.8548637681	0.1451362319	FCC_A1+HCP_A3+FCC_A1	0	0.9999944373	5.562707056E-06		-19220.14611	8116.842019	49.63853011
550.7211448	0.8548684375	0.1451315625	FCC_A1+HCP_A3+FCC_A1	0	1	0		-19220.11334	8116.848157	49.63848175
										
550.7211448	0.8548684375	0.1451315625	HCP_A3+FCC_A1	1		0		-19220.11334	8116.848157	49.63848175
550.5076473	0.8552856354	0.1447143646	HCP_A3+FCC_A1	1		0		-19206.59078	8106.976717	49.61523719
550.3646824	0.8555634418	0.1444365582	HCP_A3+FCC_A1	1		0		-19197.54988	8100.379724	49.59971175
550.0772333	0.8561182685	0.1438817315	HCP_A3+FCC_A1	1		0		-19179.40617	8087.147362	49.56859125
549.496267	0.8572247507	0.1427752493	HCP_A3+FCC_A1	1		0		-19142.87232	8060.529895	49.50607283
548.3101528	0.8594248229	0.1405751771	HCP_A3+FCC_A1	1		0		-19068.82927	8006.690555	49.37993522
545.8419791	0.8637717677	0.1362282323	HCP_A3+FCC_A1	1		0		-18916.92784	7896.648159	49.12333062
540.529787	0.8722407788	0.1277592212	HCP_A3+FCC_A1	1		0		-18598.62613	7667.578568	48.59344542
528.488711	0.8882008028	0.1117991972	HCP_A3+FCC_A1	1		0		-17911.05822	7177.72287	47.47269065
514.7826506	0.9027530538	0.09724694622	HCP_A3+FCC_A1	1		0		-17171.0428	6654.695558	46.28310285
499.703421	0.9158740996	0.08412590043	HCP_A3+FCC_A1	1		0		-16396.73296	6108.770507	45.03772142
483.5315035	0.9276191309	0.07238086912	HCP_A3+FCC_A1	1		0		-15604.14937	5548.688263	43.74655525
466.5073274	0.938088013	0.06191198697	HCP_A3+FCC_A1	1		0		-14806.19773	4981.218562	42.41608895
448.8234097	0.9473967886	0.05260321139	HCP_A3+FCC_A1	1		0		-14012.74222	4411.313393	41.04967615
430.6282623	0.9556596062	0.04434039377	HCP_A3+FCC_A1	1		0		-13231.15109	3842.494447	39.64822337
412.0345546	0.9629795949	0.03702040506	HCP_A3+FCC_A1	1		0		-12466.92576	3277.255543	38.21082752
393.1275134	0.969445543	0.03055445702	HCP_A3+FCC_A1	1		0		-11724.24438	2717.394292	36.73525302
373.9720349	0.9751317908	0.02486820921	HCP_A3+FCC_A1	1		0		-11006.37907	2164.259707	35.21824508
354.6182205	0.9800997233	0.0199002767	HCP_A3+FCC_A1	1		0		-10315.99876	1618.929447	33.65571062
335.1055161	0.9844000137	0.01559998632	HCP_A3+FCC_A1	1		0		-9655.383375	1082.335636	32.04279993
315.4657392	0.9880752464	0.01192475358	HCP_A3+FCC_A1	1		0		-9026.573611	555.3559181	30.37391494
295.7252424	0.9911628055	0.008837194514	HCP_A3+FCC_A1	1		0		-8431.475323	38.88311828	28.64266294
275.9063948	0.9936980207	0.006301979254	HCP_A3+FCC_A1	1		0		-7871.932277	-466.1149685	26.84177477
256.0284975	0.9957175603	0.004282439735	HCP_A3+FCC_A1	1		0		-7349.777392	-958.5330015	24.96301956
236.1082121	0.9972629403	0.002737059705	HCP_A3+FCC_A1	1		0		-6866.870065	-1437.044472	22.99719076
216.1595928	0.9983837869	0.001616213083	HCP_A3+FCC_A1	1		0		-6425.12492	-1899.966002	20.93434235
196.1938648	0.9991401237	0.0008598763102	HCP_A3+FCC_A1	1		0		-6026.53246	-2345.014024	18.76469706
176.219186	0.9996025472	0.0003974528169	HCP_A3+FCC_A1	1		0		-5673.158588	-2768.853156	16.48121012
166.2302295	0.9997477704	0.0002522296477	HCP_A3+FCC_A1	1		0		-5514.081263	-2971.293643	15.29678222
156.2407306	0.9998489221	0.0001510778902	HCP_A3+FCC_A1	1		0		-5367.075663	-3166.248681	14.08612833
146.2509427	0.9999156058	8.439423743E-05	HCP_A3+FCC_A1	1		0		-5232.358372	-3352.505869	12.85360947
136.2610171	0.9999567057	4.329428672E-05	HCP_A3+FCC_A1	1		0		-5110.087967	-3528.458298	11.60735259
126.2710342	0.9999800133	1.998668351E-05	HCP_A3+FCC_A1	1		0		-5000.317678	-3691.946017	10.36161356
121.2760342	0.9999870529	1.294708617E-05	HCP_A3+FCC_A1	1		0		-4950.089467	-3768.133464	9.745998135
116.2810316	0.99999192	8.079975E-06	HCP_A3+FCC_A1	1		0		-4902.91657	-3840.019274	9.140762528
111.2860276	0.9999951664	4.833615119E-06	HCP_A3+FCC_A1	1		0		-4858.73225	-3907.051555	8.551663812
106.291023	0.9999972447	2.755280375E-06	HCP_A3+FCC_A1	1		0		-4817.437039	-3968.572224	7.986232431
101.2960182	0.9999985141	1.485894406E-06	HCP_A3+FCC_A1	1		0		-4778.888452	-4023.791151	7.454363113
96.30101325	0.9999992484	7.516086957E-07	HCP_A3+FCC_A1	1		0		-4742.887211	-4071.752278	6.96913677
91.30600827	0.9999996471	3.528670405E-07	HCP_A3+FCC_A1	1		0		-4709.158565	-4111.288611	6.547980417
86.31100327	0.9999998482	1.517828968E-07	HCP_A3+FCC_A1	1		0		-4677.326653	-4140.961552	6.214330521
81.31599827	0.9999999411	5.886031859E-08	HCP_A3+FCC_A1	1		0		-4646.878782	-4158.977835	6.000060973
76.32099327	0.9999999798	2.016380408E-08	HCP_A3+FCC_A1	1		0		-4617.114837	-4163.073773	5.949097945
66.33098327	0.9999999985	1.458345812E-09	HCP_A3+FCC_A1	1		0		-4555.428743	-4117.036581	6.609161223
46.35096327	1	2.554401706E-13	HCP_A3+FCC_A1	1		0		-4361.205807	-3645.483664	15.44136501
26.37094327	1	1E-50	HCP_A3+FCC_A1	1		0		-3655.873579	-1713.005791	73.67456553
6.390923274	1	1.224646799E-18	HCP_A3+FCC_A1	1		0		4204.245382	15366.31882	1746.551001
3.893420774	1	2.675046244E-19	HCP_A3+FCC_A1	1		0		11458.59257	30178.97997	4808.210694
1.395918274	1	4.205854743E-19	HCP_A3+FCC_A1	1		0		45281.44724	98215.80385	37920.81357
1.083730461	1	2.338694631E-20	HCP_A3+FCC_A1	1		0		60537.82623	128791.1874	62980.01546
1.005683508	1	1.082348811E-20	HCP_A3+FCC_A1	1		0		65834.83714	139402.1969	73151.60203
1.000805573	1	6.223131675E-17	HCP_A3+FCC_A1	1		0		66193.37193	140120.3534	73867.47575
										
550.7211448	0.8548684375	0.1451315625	FCC_A1+HCP_A3+FCC_A1	0	1	0		-19220.11334	8116.848157	49.63848175
550.7211448	0.8543996875	0.1456003125	FCC_A1+HCP_A3+FCC_A1	0.001049668127	0.9989503319	0		-19223.40294	8118.484661	49.64742657
550.7211448	0.8540871875	0.1459128125	FCC_A1+HCP_A3+FCC_A1	0.001749446831	0.9982505532	0		-19225.596	8119.575663	49.65338978
550.7211448	0.8534621875	0.1465378125	FCC_A1+HCP_A3+FCC_A1	0.003149004239	0.9968509958	0		-19229.98213	8121.757668	49.66531621
550.7211448	0.8522121875	0.1477878125	FCC_A1+HCP_A3+FCC_A1	0.005948119053	0.9940518809	0		-19238.75439	8126.121679	49.68916906
550.7211448	0.8497121875	0.1502878125	FCC_A1+HCP_A3+FCC_A1	0.01154634871	0.9884536513	0		-19256.29891	8134.8497	49.73687476
550.7211448	0.8447121875	0.1552878125	FCC_A1+HCP_A3+FCC_A1	0.02274280795	0.9772571921	0		-19291.38794	8152.305742	49.83228615
550.7211449	0.8347121875	0.1652878125	FCC_A1+HCP_A3+FCC_A1	0.0451357261	0.9548642739	0		-19361.56601	8187.217832	50.02310896
550.7211449	0.8147121875	0.1852878125	FCC_A1+HCP_A3+FCC_A1	0.08992156342	0.9100784366	0		-19501.92213	8257.042	50.40475455
550.7211448	0.7947121875	0.2052878125	FCC_A1+HCP_A3+FCC_A1	0.1347074008	0.8652925992	0		-19642.27826	8326.866169	50.78640014
550.721145	0.7747121875	0.2252878125	FCC_A1+HCP_A3+FCC_A1	0.1794932372	0.8205067628	0		-19782.63439	8396.690345	51.16804574
550.7211449	0.7547121875	0.2452878125	FCC_A1+HCP_A3+FCC_A1	0.2242790744	0.7757209256	0		-19922.99052	8466.514512	51.54969133
550.7211449	0.7347121875	0.2652878125	FCC_A1+HCP_A3+FCC_A1	0.2690649117	0.7309350883	0		-20063.34665	8536.338682	51.93133693
550.7211448	0.7147121875	0.2852878125	FCC_A1+HCP_A3+FCC_A1	0.3138507488	0.6861492512	0		-20203.70277	8606.16285	52.31298252
550.7211448	0.6947121875	0.3052878125	FCC_A1+HCP_A3+FCC_A1	0.3586365859	0.6413634141	0		-20344.0589	8675.98702	52.69462811
550.7211448	0.6747121875	0.3252878125	FCC_A1+HCP_A3+FCC_A1	0.4034224229	0.5965775771	0		-20484.41503	8745.811191	53.0762737
550.7211448	0.6547121875	0.3452878125	FCC_A1+HCP_A3+FCC_A1	0.44820826	0.55179174	0		-20624.77115	8815.635361	53.4579193
550.7211449	0.6347121875	0.3652878125	FCC_A1+HCP_A3+FCC_A1	0.4929940968	0.5070059032	0		-20765.12728	8885.459533	53.83956489
550.7211448	0.6147121875	0.3852878125	FCC_A1+HCP_A3+FCC_A1	0.5377799341	0.4622200659	0		-20905.48341	8955.283702	54.22121049
550.7211448	0.5947121875	0.4052878125	FCC_A1+HCP_A3+FCC_A1	0.5825657712	0.4174342288	0		-21045.83954	9025.107872	54.60285608
550.7211449	0.5747121875	0.4252878125	FCC_A1+HCP_A3+FCC_A1	0.627351608	0.372648392	0		-21186.19567	9094.932044	54.98450168
550.7211449	0.5547121875	0.4452878125	FCC_A1+HCP_A3+FCC_A1	0.6721374454	0.3278625546	0		-21326.5518	9164.756215	55.36614727
550.7211449	0.5347121875	0.4652878125	FCC_A1+HCP_A3+FCC_A1	0.7169232825	0.2830767175	0		-21466.90793	9234.580385	55.74779287
550.7211448	0.5147121875	0.4852878125	FCC_A1+HCP_A3+FCC_A1	0.7617091194	0.2382908806	0		-21607.26405	9304.404554	56.12943846
550.7211447	0.4947121875	0.5052878125	FCC_A1+HCP_A3+FCC_A1	0.8064949565	0.1935050435	0		-21747.62017	9374.228721	56.51108405
550.7211448	0.4747121875	0.5252878125	FCC_A1+HCP_A3+FCC_A1	0.8512807935	0.1487192065	0		-21887.97631	9444.052894	56.89272964
550.7211448	0.4547121875	0.5452878125	FCC_A1+HCP_A3+FCC_A1	0.8960666306	0.1039333694	0		-22028.33244	9513.877064	57.27437524
550.7211449	0.4347121875	0.5652878125	FCC_A1+HCP_A3+FCC_A1	0.9408524675	0.05914753251	0		-22168.68857	9583.701235	57.65602083
550.7211448	0.4147121875	0.5852878125	FCC_A1+HCP_A3+FCC_A1	0.9856383047	0.01436169527	0		-22309.04469	9653.525405	58.03766643
550.7211448	0.4097121875	0.5902878125	FCC_A1+HCP_A3+FCC_A1	0.996834764	0.003165236047	0		-22344.13372	9670.981447	58.13307782
550.7211448	0.4084621875	0.5915378125	FCC_A1+HCP_A3+FCC_A1	0.9996338788	0.0003661212288	0		-22352.90598	9675.345458	58.15693067
550.7211448	0.4083059375	0.5916940625	FCC_A1+HCP_A3+FCC_A1	0.9999837683	1.623174969E-05	0		-22354.00251	9675.890959	58.15991228
550.7211448	0.4083010547	0.5916989453	FCC_A1+HCP_A3+FCC_A1	0.9999947022	5.29783603E-06	0		-22354.03678	9675.908006	58.16000545
550.7211448	0.4082986889	0.5917013111	FCC_A1+HCP_A3+FCC_A1	1	0	0		-22354.05338	9675.916266	58.1600506
										
550.7211448	0.4082986889	0.5917013111	FCC_A1+HCP_A3	1		0		-22354.05338	9675.916266	58.1600506
550.996449	0.4079195024	0.5920804976	FCC_A1+HCP_A3	1		0		-22372.72854	9682.76376	58.17731197
551.1806953	0.4076672295	0.5923327705	FCC_A1+HCP_A3	1		0		-22385.219	9687.34894	58.18884482
551.5508848	0.4071639298	0.5928360702	FCC_A1+HCP_A3	1		0		-22410.29638	9696.567575	58.21197073
552.2979841	0.4061623183	0.5938376817	FCC_A1+HCP_A3	1		0		-22460.83351	9715.196391	58.2584598
553.8185528	0.4041790774	0.5958209226	FCC_A1+HCP_A3	1		0		-22563.41091	9753.208345	58.35235943
556.9611106	0.4002926177	0.5997073823	FCC_A1+HCP_A3	1		0		-22774.36937	9832.154778	58.54362815
563.6195744	0.3928376767	0.6071623233	FCC_A1+HCP_A3	1		0		-23217.84203	10000.96959	58.93835687
578.1865706	0.3791490677	0.6208509323	FCC_A1+HCP_A3	1		0		-24178.59326	10376.35587	59.76435789
594.0142019	0.3669431343	0.6330568657	FCC_A1+HCP_A3	1		0		-25217.04621	10791.89067	60.61965651
610.7406328	0.3560039075	0.6439960925	FCC_A1+HCP_A3	1		0		-26315.07881	11238.24593	61.48817144
628.1146197	0.3461276448	0.6538723552	FCC_A1+HCP_A3	1		0		-27460.2377	11708.78755	62.35967771
645.9640552	0.3371409809	0.6628590191	FCC_A1+HCP_A3	1		0		-28644.04691	12198.88798	63.22787554
655.0279589	0.3329360717	0.6670639283	FCC_A1+HCP_A3	1		0		-29248.51517	12450.20818	63.65945573
655.1702219	0.3328717693	0.6671282307	FCC_A1+HCP_A3	1		0		-29258.0217	12454.16557	63.66618304
655.1880059	0.332863734	0.667136266	FCC_A1+HCP_A3	1		0		-29259.21013	12454.6603	63.66702391
655.1917296	0.3328620512	0.6671379488	FCC_A1+HCP_A3	1		0		-29259.45898	12454.76389	63.66719998
										
655.1917296	0.3328620512	0.6671379488	FCC_A1+Liquid	1			0	-29259.45898	12454.76389	63.66719998
655.3461606	0.3333045779	0.6666954221	FCC_A1+Liquid	1			0	-29266.19519	12460.45872	63.67116558
655.449005	0.333599634	0.666400366	FCC_A1+Liquid	1			0	-29270.67712	12464.25197	63.67380036
655.6544309	0.3341898381	0.6658101619	FCC_A1+Liquid	1			0	-29279.61971	12471.83053	63.6790484
656.0642321	0.3353706119	0.6646293881	FCC_A1+Liquid	1			0	-29297.41988	12486.95578	63.68945847
656.8796471	0.3377336117	0.6622663883	FCC_A1+Liquid	1			0	-29332.68125	12517.07816	63.70993469
658.4938408	0.3424653307	0.6575346693	FCC_A1+Liquid	1			0	-29401.85641	12576.80513	63.74951282
661.6566204	0.3519509413	0.6480490587	FCC_A1+Liquid	1			0	-29534.88523	12694.14667	63.8231835
667.7275229	0.3710053475	0.6289946525	FCC_A1+Liquid	1			0	-29780.22793	12920.06744	63.94868253
673.4743081	0.3901602	0.6098398	FCC_A1+Liquid	1			0	-29999.08874	13133.75464	64.04526922
678.9165008	0.4094039854	0.5905960146	FCC_A1+Liquid	1			0	-30192.90478	13334.62715	64.11323319
684.0744958	0.4287260415	0.5712739585	FCC_A1+Liquid	1			0	-30363.17542	13522.19245	64.15290752
688.9695362	0.4481165193	0.5518834807	FCC_A1+Liquid	1			0	-30511.45695	13696.05245	64.16467939
693.6238799	0.4675662941	0.5324337059	FCC_A1+Liquid	1			0	-30639.36998	13855.91579	64.1490108
698.0611517	0.4870668382	0.5129331618	FCC_A1+Liquid	1			0	-30748.61652	14001.67237	64.10654538
702.3070579	0.5066100265	0.4933899735	FCC_A1+Liquid	1			0	-30841.02508	14133.29358	64.03797051
706.389785	0.5261880239	0.4738119761	FCC_A1+Liquid	1			0	-30918.56794	14250.8856	63.9440922
710.340954	0.5457930494	0.4542069506	FCC_A1+Liquid	1			0	-30983.418	14354.75292	63.82592846
714.1968096	0.5654170813	0.4345829187	FCC_A1+Liquid	1			0	-31038.0178	14445.43801	63.68476476
717.999613	0.5850514835	0.4149485165	FCC_A1+Liquid	1			0	-31085.16058	14523.76526	63.52221508
721.7991663	0.6046865161	0.3953134839	FCC_A1+Liquid	1			0	-31128.078	14590.89127	63.34029104
725.6542975	0.6243106906	0.3756893094	FCC_A1+Liquid	1			0	-31170.52388	14648.35675	63.14147218
729.6339774	0.6439099369	0.3560900631	FCC_A1+Liquid	1			0	-31216.83429	14698.13081	62.92876501
733.8175133	0.6634665984	0.3365334016	FCC_A1+Liquid	1			0	-31271.9299	14742.63185	62.70572849
738.2930182	0.6829583858	0.3170416142	FCC_A1+Liquid	1			0	-31341.21255	14784.70089	62.47643185
743.1532622	0.7023576322	0.2976423678	FCC_A1+Liquid	1			0	-31430.3012	14827.49818	62.2453022
748.4883476	0.7216314463	0.2783685537	FCC_A1+Liquid	1			0	-31544.57228	14874.29979	62.01682661
754.375859	0.7407434281	0.2592565719	FCC_A1+Liquid	1			0	-31688.54193	14928.20343	61.79511819
760.871019	0.7596571395	0.2403428605	FCC_A1+Liquid	1			0	-31865.24401	14991.80982	61.58343879
768.0009891	0.7783403352	0.2216596648	FCC_A1+Liquid	1			0	-32075.86146	15067.00468	61.38386124
775.7668138	0.7967677954	0.2032322046	FCC_A1+Liquid	1			0	-32319.83717	15154.96522	61.19725869
784.1529572	0.8149208083	0.1850791917	FCC_A1+Liquid	1			0	-32595.47264	15256.41779	61.02366891
793.1401545	0.8327833015	0.1672166985	FCC_A1+Liquid	1			0	-32900.75209	15372.03462	60.86287075
802.7159708	0.8503366561	0.1496633439	FCC_A1+Liquid	1			0	-33234.03171	15502.7922	60.71490499
812.8798368	0.8675555154	0.1324444846	FCC_A1+Liquid	1			0	-33594.37725	15650.17008	60.58035283
823.6427792	0.8844056571	0.1155943429	FCC_A1+Liquid	1			0	-33981.55154	15816.17678	60.46034711
835.0238921	0.9008437555	0.09915624446	FCC_A1+Liquid	1			0	-34395.77234	16003.2562	60.35639102
847.0455168	0.9168184654	0.08318153458	FCC_A1+Liquid	1			0	-34837.35063	16214.13319	60.27005965
859.7283135	0.9322724228	0.06772757716	FCC_A1+Liquid	1			0	-35306.25179	16451.63538	60.20260861
873.086789	0.947145017	0.05285498297	FCC_A1+Liquid	1			0	-35801.53966	16718.50868	60.15444169
887.1256257	0.9613758529	0.0386241471	FCC_A1+Liquid	1			0	-36320.53426	17017.23855	60.12426118
901.8371202	0.9749087335	0.02509126651	FCC_A1+Liquid	1			0	-36857.11273	17349.89051	60.10730987
917.2000478	0.9876957653	0.01230423471	FCC_A1+Liquid	1			0	-37396.54896	17717.98812	60.08998497
925.1149306	0.9937973451	0.00620265487	FCC_A1+Liquid	1			0	-37654.83407	17915.62347	60.06870682
933.1788709	0.9997001197	0.0002998802719	FCC_A1+Liquid	1			0	-37871.67534	18122.41338	60.00359681
933.4332004	0.9998813469	0.0001186530738	FCC_A1+Liquid	1			0	-37875.07984	18129.02321	59.99797631
933.5604176	0.9999718869	2.811314461E-05	FCC_A1+Liquid	1			0	-37876.02454	18132.33148	59.99435598
933.5922273	0.9999945142	5.485830458E-06	FCC_A1+Liquid	1			0	-37875.99955	18133.1589	59.99317134
933.5962036	0.9999973424	2.657603011E-06	FCC_A1+Liquid	1			0	-37875.96682	18133.26234	59.99299156
										
655.1917296	0.3328620512	0.6671379488	FCC_A1+HCP_A3+Liquid	1		0	0	-29259.45898	12454.76389	63.66719998
655.1917296	0.3323933012	0.6676066988	FCC_A1+HCP_A3+Liquid	0.9978891234		0	0.002110876569	-29262.73688	12467.36927	63.69144216
655.1917296	0.3320808012	0.6679191988	FCC_A1+HCP_A3+Liquid	0.996481874		0	0.003518125991	-29264.92215	12475.77284	63.70760359
655.1917296	0.3314558012	0.6685441988	FCC_A1+HCP_A3+Liquid	0.9936673752		0	0.006332624836	-29269.29268	12492.57998	63.73992647
655.1917296	0.3302058012	0.6697941988	FCC_A1+HCP_A3+Liquid	0.9880383775		0	0.01196162252	-29278.03375	12526.19427	63.80457221
655.1917296	0.3277058012	0.6722941988	FCC_A1+HCP_A3+Liquid	0.9767803821		0	0.0232196179	-29295.51588	12593.42285	63.9338637
655.1917296	0.3227058012	0.6772941988	FCC_A1+HCP_A3+Liquid	0.9542643913		0	0.04573560867	-29330.48015	12727.88001	64.19244668
655.1917296	0.3127058012	0.6872941988	FCC_A1+HCP_A3+Liquid	0.90923241		0	0.09076759	-29400.40869	12996.79434	64.70961263
655.1917296	0.2927058012	0.7072941988	FCC_A1+HCP_A3+Liquid	0.8191684468		0	0.1808315532	-29540.26576	13534.62298	65.74394455
655.1917296	0.2727058012	0.7272941988	FCC_A1+HCP_A3+Liquid	0.7291044837		0	0.2708955163	-29680.12283	14072.45162	66.77827646
655.1917296	0.2527058012	0.7472941988	FCC_A1+HCP_A3+Liquid	0.6390405207		0	0.3609594793	-29819.9799	14610.28027	67.81260838
655.1917296	0.2327058012	0.7672941988	FCC_A1+HCP_A3+Liquid	0.5489765574		0	0.4510234426	-29959.83698	15148.10891	68.84694029
655.1917295	0.2127058012	0.7872941988	FCC_A1+HCP_A3+Liquid	0.4589125942		0	0.5410874058	-30099.69405	15685.93755	69.88127221
655.1917296	0.1927058012	0.8072941988	FCC_A1+HCP_A3+Liquid	0.3688486315		0	0.6311513685	-30239.55112	16223.76619	70.91560412
655.1917296	0.1727058012	0.8272941988	FCC_A1+HCP_A3+Liquid	0.2787846685		0	0.7212153315	-30379.40819	16761.59484	71.94993603
655.1917296	0.1527058012	0.8472941988	FCC_A1+HCP_A3+Liquid	0.1887207054		0	0.8112792946	-30519.26526	17299.42348	72.98426794
655.1917296	0.1327058012	0.8672941988	FCC_A1+HCP_A3+Liquid	0.09865674237		0	0.9013432576	-30659.12234	17837.25212	74.01859986
655.1917296	0.1127058012	0.8872941988	FCC_A1+HCP_A3+Liquid	0.008592779151		0	0.9914072208	-30798.97941	18375.08077	75.05293178
655.1917296	0.1114558012	0.8885441988	FCC_A1+HCP_A3+Liquid	0.002963781634		0	0.9970362184	-30807.72048	18408.69506	75.11757752
655.1917296	0.1108308012	0.8891691988	FCC_A1+HCP_A3+Liquid	0.0001492827869		0	0.9998507172	-30812.09101	18425.5022	75.14990039
655.1917296	0.11081127	0.88918873	FCC_A1+HCP_A3+Liquid	6.132969687E-05		0	0.9999386703	-30812.22759	18426.02742	75.15091048
655.1917296	0.1108015043	0.8891984957	FCC_A1+HCP_A3+Liquid	1.73531524E-05		0	0.9999826468	-30812.29588	18426.29004	75.15141552
655.1917296	0.1107976508	0.8892023492	FCC_A1+HCP_A3+Liquid	0		0	1	-30812.32283	18426.39366	75.15161481
										
655.1917296	0.3328620512	0.6671379488	FCC_A1+HCP_A3+Liquid	1		0	0	-29259.45898	12454.76389	63.66719998
655.1917296	0.3323933012	0.6676066988	FCC_A1+HCP_A3+Liquid	0.9984788164		0.001521183624	0	-29262.73688	12451.29323	63.66690577
655.1917295	0.3320808012	0.6679191988	FCC_A1+HCP_A3+Liquid	0.9974646951		0.00253530492	0	-29264.92214	12448.97946	63.66670964
655.1917296	0.3314558012	0.6685441988	FCC_A1+HCP_A3+Liquid	0.9954364526		0.00456354736	0	-29269.29268	12444.35191	63.66631737
655.1917296	0.3302058012	0.6697941988	FCC_A1+HCP_A3+Liquid	0.9913799677		0.008620032343	0	-29278.03375	12435.09682	63.66553283
655.1917296	0.3277058012	0.6722941988	FCC_A1+HCP_A3+Liquid	0.9832669977		0.01673300231	0	-29295.51588	12416.58664	63.66396376
655.1917296	0.3227058012	0.6772941988	FCC_A1+HCP_A3+Liquid	0.9670410578		0.03295894223	0	-29330.48015	12379.56629	63.66082561
