T	x(Al)	x(Zn)	phase_name	f(@FCC_A1#1)	f(@FCC_A1#2)	f(@HCP_A3)	f(@Liquid)	G	H	S
K	mole/mole	mole/mole								
655.1917296	0.3127058012	0.6872941988	FCC_A1+HCP_A3+Liquid	0.9345891779		0.06541082211	0	-29400.40868	12305.52557	63.65454931
655.1917296	0.2927058012	0.7072941988	FCC_A1+HCP_A3+Liquid	0.8696854182		0.1303145818	0	-29540.26576	12157.44414	63.64199672
655.1917296	0.2727058012	0.7272941988	FCC_A1+HCP_A3+Liquid	0.8047816582		0.1952183418	0	-29680.12283	12009.36272	63.62944412
655.1917296	0.2527058012	0.7472941988	FCC_A1+HCP_A3+Liquid	0.7398778987		0.2601221013	0	-29819.9799	11861.28129	63.61689153
655.1917295	0.2327058012	0.7672941988	FCC_A1+HCP_A3+Liquid	0.6749741387		0.3250258613	0	-29959.83697	11713.19986	63.60433893
655.1917296	0.2127058012	0.7872941988	FCC_A1+HCP_A3+Liquid	0.6100703792		0.3899296208	0	-30099.69405	11565.11843	63.59178634
655.1917296	0.1927058012	0.8072941988	FCC_A1+HCP_A3+Liquid	0.5451666195		0.4548333805	0	-30239.55112	11417.037	63.57923374
655.1917296	0.1727058012	0.8272941988	FCC_A1+HCP_A3+Liquid	0.4802628597		0.5197371403	0	-30379.40819	11268.95557	63.56668115
655.1917296	0.1527058012	0.8472941988	FCC_A1+HCP_A3+Liquid	0.4153591		0.5846409	0	-30519.26526	11120.87414	63.55412855
655.1917295	0.1327058012	0.8672941988	FCC_A1+HCP_A3+Liquid	0.3504553402		0.6495446598	0	-30659.12233	10972.79271	63.54157596
655.1917296	0.1127058012	0.8872941988	FCC_A1+HCP_A3+Liquid	0.2855515805		0.7144484195	0	-30798.97941	10824.71129	63.52902337
655.1917296	0.09270580122	0.9072941988	FCC_A1+HCP_A3+Liquid	0.2206478208		0.7793521792	0	-30938.83648	10676.62986	63.51647077
655.1917296	0.07270580122	0.9272941988	FCC_A1+HCP_A3+Liquid	0.1557440611		0.8442559389	0	-31078.69355	10528.54843	63.50391818
655.1917296	0.05270580122	0.9472941988	FCC_A1+HCP_A3+Liquid	0.09084030134		0.9091596987	0	-31218.55063	10380.467	63.49136558
655.1917296	0.03270580122	0.9672941988	FCC_A1+HCP_A3+Liquid	0.02593654161		0.9740634584	0	-31358.4077	10232.38557	63.47881299
655.1917296	0.02770580122	0.9722941988	FCC_A1+HCP_A3+Liquid	0.009710601692		0.9902893983	0	-31393.37197	10195.36521	63.47567484
655.1917296	0.02520580122	0.9747941988	FCC_A1+HCP_A3+Liquid	0.001597631711		0.9984023683	0	-31410.8541	10176.85504	63.47410576
655.1917296	0.02489330122	0.9751066988	FCC_A1+HCP_A3+Liquid	0.0005835104607		0.9994164895	0	-31413.03937	10174.54126	63.47390963
655.1917296	0.02473705122	0.9752629488	FCC_A1+HCP_A3+Liquid	7.644983759E-05		0.9999235502	0	-31414.132	10173.38438	63.47381156
655.1917296	0.02471751997	0.97528248	FCC_A1+HCP_A3+Liquid	1.306725955E-05		0.9999869327	0	-31414.26858	10173.23977	63.4737993
655.1917296	0.02471349331	0.9752865067	FCC_A1+HCP_A3+Liquid	0		1	0	-31414.29674	10173.20995	63.47379678
										
550.7211448	0.4082986889	0.5917013111	FCC_A1+FCC_A1	1	0			-22354.05338	9675.916266	58.1600506
550.8833277	0.4085657101	0.5914342899	FCC_A1+FCC_A1	1	0			-22361.6121	9680.974364	58.16583086
551.0453386	0.4088328359	0.5911671641	FCC_A1+FCC_A1	1	0			-22369.16019	9686.027157	58.17159696
551.3688469	0.4093673992	0.5906326008	FCC_A1+FCC_A1	1	0			-22384.22462	9696.116863	58.18308681
552.0137958	0.410437777	0.589562223	FCC_A1+FCC_A1	1	0			-22414.22557	9716.232268	58.20589645
553.2954364	0.4125834961	0.5874165039	FCC_A1+FCC_A1	1	0			-22473.71596	9756.206319	58.250837
555.8255922	0.4168945867	0.5831054133	FCC_A1+FCC_A1	1	0			-22590.63934	9835.116072	58.33800363
560.75278	0.425593681	0.574406319	FCC_A1+FCC_A1	1	0			-22816.17686	9988.695545	58.50148868
570.0703513	0.4432857454	0.5567142546	FCC_A1+FCC_A1	1	0			-23233.44984	10278.21859	58.78514529
578.6643656	0.4613410806	0.5386589194	FCC_A1+FCC_A1	1	0			-23604.70608	10542.95273	59.01116578
586.5277267	0.4797270488	0.5202729512	FCC_A1+FCC_A1	1	0			-23929.0687	10781.45933	59.17968828
593.6537222	0.4984117639	0.5015882361	FCC_A1+FCC_A1	1	0			-24205.83494	10992.35774	59.29078074
600.0345836	0.517364419	0.482635581	FCC_A1+FCC_A1	1	0			-24434.38753	11174.30429	59.34439912
605.659956	0.5365553509	0.4634446491	FCC_A1+FCC_A1	1	0			-24614.10292	11325.96619	59.34034231
610.515447	0.5559557898	0.4440442102	FCC_A1+FCC_A1	1	0			-24744.26839	11445.99592	59.27821235
614.5812184	0.5755373226	0.4244626774	FCC_A1+FCC_A1	1	0			-24824.00741	11533.00627	59.15737838
617.830687	0.5952710456	0.4047289544	FCC_A1+FCC_A1	1	0			-24852.21906	11585.54942	58.97694829
620.2293576	0.6151263942	0.3848736058	FCC_A1+FCC_A1	1	0			-24827.53406	11602.1024	58.73574996
621.0964466	0.6250886556	0.3749113444	FCC_A1+FCC_A1	1	0			-24794.85297	11596.38656	58.59193001
621.733959	0.6350682731	0.3649317269	FCC_A1+FCC_A1	1	0			-24748.31024	11581.07046	58.43235708
621.9644382	0.6400629475	0.3599370525	FCC_A1+FCC_A1	1	0			-24719.76068	11569.74546	58.34659334
622.1946473	0.6450576345	0.3549423655	FCC_A1+FCC_A1	0.9999998438	0			-24691.1478	11557.65218	58.25958185
622.2017368	0.6456825942	0.3543174058	FCC_A1+FCC_A1	0.999999876	0			-24686.30229	11555.46763	58.24761936
622.1914829	0.6463075099	0.3536924901	FCC_A1+FCC_A1	0.9999999394	0			-24680.44049	11552.77394	58.23482871
622.1811631	0.6469324245	0.3530675755	FCC_A1+FCC_A1	1	0			-24674.58132	11550.06933	58.2220305
622.1879021	0.6475573881	0.3524426119	FCC_A1+FCC_A1	0.9999999999	0			-24669.71505	11547.839	58.209994
622.1945639	0.6481823525	0.3518176475	FCC_A1+FCC_A1	1	0			-24664.84561	11545.59527	58.19793835
622.2284171	0.6494318931	0.3505681069	FCC_A1+FCC_A1	0.9999999996	0			-24656.29667	11541.65565	58.17470132
622.2611825	0.6506814628	0.3493185372	FCC_A1+FCC_A1	1	0			-24647.68344	11537.63772	58.15133929
622.2769331	0.6513062639	0.3486937361	FCC_A1+FCC_A1	1	0			-24643.33916	11535.59273	58.13959985
622.2847264	0.6516186665	0.3483813335	FCC_A1+FCC_A1	0.9999999999	0			-24641.16208	11534.56343	58.13371913
622.2924584	0.6519310706	0.3480689294	FCC_A1+FCC_A1	0.9999999998	0			-24638.95763	11533.51808	58.12777452
622.2934005	0.6519701217	0.3480298783	FCC_A1+FCC_A1	1	0			-24638.70975	11533.4004	58.12709908
622.2938585	0.6519896476	0.3480103524	FCC_A1+FCC_A1	1.000000001	0			-24638.56953	11533.33376	58.12672388
622.2943135	0.6520091735	0.3479908265	FCC_A1+FCC_A1	1.000000001	0			-24638.4316	11533.2682	58.1263544
622.2945378	0.6520189366	0.3479810634	FCC_A1+FCC_A1	1.000000001	0			-24638.36215	11533.23518	58.12616878
622.2947606	0.6520286997	0.3479713003	FCC_A1+FCC_A1	1.000000001	0			-24638.21303	11533.16409	58.12579409
622.2941722	0.6563494129	0.3436505871	FCC_A1+FCC_A1	1	0			-24601.88129	11533.16409	58.12579409
										
550.7211448	0.4082986889	0.5917013111	FCC_A1+HCP_A3+FCC_A1	1	0	0		-22354.05338	9675.916266	58.1600506
550.7211448	0.4078299389	0.5921700611	FCC_A1+HCP_A3+FCC_A1	0.998806823	0	0.001193176955		-22357.34298	9672.739762	58.16025595
550.7211448	0.4075174389	0.5924825611	FCC_A1+HCP_A3+FCC_A1	0.9980113718	0	0.001988628249		-22359.53604	9670.622092	58.16039286
550.7211448	0.4068924389	0.5931075611	FCC_A1+HCP_A3+FCC_A1	0.9964204692	0	0.003579530836		-22363.92217	9666.386754	58.16066666
550.7211448	0.4056424389	0.5943575611	FCC_A1+HCP_A3+FCC_A1	0.993238664	0	0.006761336012		-22372.69443	9657.916076	58.16121427
550.7211448	0.4031424389	0.5968575611	FCC_A1+HCP_A3+FCC_A1	0.9868750536	0	0.01312494636		-22390.23895	9640.974721	58.16230949
550.7211448	0.3981424389	0.6018575611	FCC_A1+HCP_A3+FCC_A1	0.9741478329	0	0.02585216706		-22425.32798	9607.09201	58.16449993
550.7211449	0.3881424389	0.6118575611	FCC_A1+HCP_A3+FCC_A1	0.9486933915	0	0.05130660845		-22495.50605	9539.326592	58.16888082
550.7211448	0.3681424389	0.6318575611	FCC_A1+HCP_A3+FCC_A1	0.8977845089	0	0.1022154911		-22635.86217	9403.795746	58.17764257
550.7211447	0.3481424389	0.6518575611	FCC_A1+HCP_A3+FCC_A1	0.846875626	0	0.153124374		-22776.21829	9268.264901	58.18640432
550.7211448	0.3281424389	0.6718575611	FCC_A1+HCP_A3+FCC_A1	0.7959667433	0	0.2040332567		-22916.57443	9132.73406	58.19516608
550.7211449	0.3081424389	0.6918575611	FCC_A1+HCP_A3+FCC_A1	0.7450578604	0	0.2549421396		-23056.93056	8997.203222	58.20392785
550.7211448	0.2881424389	0.7118575611	FCC_A1+HCP_A3+FCC_A1	0.6941489775	0	0.3058510225		-23197.28668	8861.672376	58.2126896
550.7211448	0.2681424389	0.7318575611	FCC_A1+HCP_A3+FCC_A1	0.6432400948	0	0.3567599052		-23337.64281	8726.141534	58.22145136
550.7211448	0.2481424389	0.7518575611	FCC_A1+HCP_A3+FCC_A1	0.592331212	0	0.407668788		-23477.99894	8590.610692	58.23021312
550.7211447	0.2281424389	0.7718575611	FCC_A1+HCP_A3+FCC_A1	0.5414223292	0	0.4585776708		-23618.35506	8455.079846	58.23897487
550.7211449	0.2081424389	0.7918575611	FCC_A1+HCP_A3+FCC_A1	0.4905134463	0	0.5094865537		-23758.7112	8319.549009	58.24773664
550.7211447	0.1881424389	0.8118575611	FCC_A1+HCP_A3+FCC_A1	0.4396045637	0	0.5603954363		-23899.06732	8184.018162	58.25649839
550.7211448	0.1681424389	0.8318575611	FCC_A1+HCP_A3+FCC_A1	0.3886956809	0	0.6113043191		-24039.42345	8048.487322	58.26526015
550.7211449	0.1481424389	0.8518575611	FCC_A1+HCP_A3+FCC_A1	0.3377867982	0	0.6622132018		-24179.77958	7912.95648	58.27402191
550.7211447	0.1281424389	0.8718575611	FCC_A1+HCP_A3+FCC_A1	0.2868779154	0	0.7131220846		-24320.1357	7777.425634	58.28278366
550.7211448	0.1081424389	0.8918575611	FCC_A1+HCP_A3+FCC_A1	0.2359690326	0	0.7640309674		-24460.49184	7641.894794	58.29154543
550.7211448	0.08814243886	0.9118575611	FCC_A1+HCP_A3+FCC_A1	0.1850601498	0	0.8149398502		-24600.84796	7506.363952	58.30030719
550.7211448	0.06814243886	0.9318575611	FCC_A1+HCP_A3+FCC_A1	0.134151267	0	0.865848733		-24741.20409	7370.833109	58.30906894
550.7211448	0.04814243886	0.9518575611	FCC_A1+HCP_A3+FCC_A1	0.08324238421	0	0.9167576158		-24881.56022	7235.302267	58.3178307
550.7211448	0.02814243886	0.9718575611	FCC_A1+HCP_A3+FCC_A1	0.03233350141	0	0.9676664986		-25021.91635	7099.771425	58.32659246
550.7211448	0.01814243886	0.9818575611	FCC_A1+HCP_A3+FCC_A1	0.006879060027	0	0.99312094		-25092.09441	7032.006002	58.33097334
550.7211448	0.01564243886	0.9843575611	FCC_A1+HCP_A3+FCC_A1	0.0005154496654	0	0.9994845503		-25109.63893	7015.064648	58.33206856
550.7211448	0.01548618886	0.9845138111	FCC_A1+HCP_A3+FCC_A1	0.0001177240215	0	0.999882276		-25110.73546	7014.005813	58.33213701
550.7211448	0.01544712636	0.9845528736	FCC_A1+HCP_A3+FCC_A1	1.829260937E-05	0	0.9999817074		-25111.00959	7013.741105	58.33215413
550.7211448	0.01544224355	0.9845577565	FCC_A1+HCP_A3+FCC_A1	5.863683284E-06	0	0.9999941363		-25111.04386	7013.708016	58.33215626
550.7211448	0.01543993995	0.9845600601	FCC_A1+HCP_A3+FCC_A1	0	0	1		-25111.06003	7013.692406	58.33215727
										
